"","Subject","IQquartile","Income2005"
"1588",3760,"2ndQuartile",33000
"1589",3766,"3rdQuartile",78000
"1590",3770,"2ndQuartile",52000
"1591",3771,"4thQuartile",32253
"1592",3775,"3rdQuartile",53000
"1593",3780,"3rdQuartile",55000
"1594",3784,"2ndQuartile",29000
"1595",3787,"2ndQuartile",12000
"1596",3789,"3rdQuartile",52000
"1597",3790,"2ndQuartile",22049
"1598",3791,"3rdQuartile",47000
"1599",3792,"4thQuartile",88000
"1600",3793,"2ndQuartile",55000
"1601",3794,"3rdQuartile",30000
"1602",3796,"4thQuartile",34000
"1603",3800,"3rdQuartile",8000
"1604",3803,"4thQuartile",69000
"1605",3804,"4thQuartile",40000
"1606",3805,"4thQuartile",95000
"1607",3807,"2ndQuartile",51000
"1608",3809,"4thQuartile",100000
"1609",3812,"4thQuartile",100000
"1610",3813,"4thQuartile",44000
"1611",3814,"3rdQuartile",42000
"1612",3815,"4thQuartile",263445
"1613",3819,"1stQuartile",15000
"1614",3821,"1stQuartile",1500
"1615",3822,"1stQuartile",5000
"1616",3825,"1stQuartile",22000
"1617",3829,"2ndQuartile",167803
"1618",3830,"2ndQuartile",45000
"1619",3833,"2ndQuartile",40000
"1620",3836,"4thQuartile",110000
"1621",3837,"3rdQuartile",35000
"1622",3838,"3rdQuartile",85000
"1623",3844,"4thQuartile",65000
"1624",3845,"2ndQuartile",24000
"1625",3846,"3rdQuartile",52000
"1626",3847,"2ndQuartile",67000
"1627",3850,"3rdQuartile",32000
"1628",3851,"2ndQuartile",16000
"1629",3852,"2ndQuartile",14000
"1630",3854,"3rdQuartile",169884
"1631",3855,"4thQuartile",16500
"1632",3860,"4thQuartile",55000
"1633",3861,"4thQuartile",25000
"1634",3863,"4thQuartile",157957
"1635",3865,"4thQuartile",176431
"1636",3866,"3rdQuartile",35000
"1637",3867,"3rdQuartile",1200
"1638",3868,"4thQuartile",43450
"1639",3872,"4thQuartile",30000
"1640",3873,"4thQuartile",50000
"1641",3874,"4thQuartile",519340
"1642",3875,"4thQuartile",92000
"1643",3883,"4thQuartile",45000
"1644",3884,"3rdQuartile",74000
"1645",3886,"4thQuartile",101000
"1646",3888,"4thQuartile",58000
"1647",3889,"4thQuartile",15000
"1648",3890,"4thQuartile",150000
"1649",3892,"4thQuartile",102000
"1650",3894,"4thQuartile",62000
"1651",3895,"4thQuartile",20000
"1652",3897,"2ndQuartile",90000
"1653",3898,"3rdQuartile",110000
"1654",3900,"1stQuartile",32000
"1655",3901,"4thQuartile",45000
"1656",3903,"3rdQuartile",5200
"1657",3904,"3rdQuartile",51000
"1658",3907,"4thQuartile",54000
"1659",3908,"2ndQuartile",30000
"1660",3910,"3rdQuartile",40000
"1661",3911,"3rdQuartile",29000
"1662",3912,"3rdQuartile",80000
"1663",3916,"3rdQuartile",97000
"1664",3922,"4thQuartile",22000
"1665",3929,"1stQuartile",10000
"1666",3933,"1stQuartile",50000
"1667",3938,"1stQuartile",22000
"1668",3949,"1stQuartile",39000
"1669",3952,"2ndQuartile",50000
"1670",3957,"2ndQuartile",68000
"1671",3958,"1stQuartile",40000
"1672",3960,"1stQuartile",38000
"1673",3964,"4thQuartile",39500
"1674",3965,"3rdQuartile",108000
"1675",3966,"4thQuartile",155485
"1676",3967,"3rdQuartile",125000
"1677",3972,"4thQuartile",28500
"1678",3977,"1stQuartile",600
"1679",3978,"1stQuartile",3000
"1680",3980,"4thQuartile",444624
"1681",3985,"1stQuartile",50000
"1682",3989,"2ndQuartile",52000
"1683",3992,"2ndQuartile",39900
"1684",3994,"2ndQuartile",26000
"1685",3995,"1stQuartile",36000
"1686",3996,"1stQuartile",40000
"1687",4001,"3rdQuartile",7800
"1688",4004,"3rdQuartile",46000
"1689",4008,"1stQuartile",79000
"1690",4009,"3rdQuartile",25000
"1691",4010,"4thQuartile",50000
"1692",4013,"1stQuartile",36000
"1693",4014,"1stQuartile",62000
"1694",4015,"2ndQuartile",22000
"1695",4019,"4thQuartile",99000
"1696",4021,"2ndQuartile",27300
"1697",4022,"1stQuartile",90000
"1698",4023,"4thQuartile",65000
"1699",4025,"2ndQuartile",24000
"1700",4028,"1stQuartile",24500
"1701",4030,"2ndQuartile",15000
"1702",4032,"4thQuartile",35000
"1703",4035,"3rdQuartile",25000
"1704",4036,"2ndQuartile",52000
"1705",4041,"3rdQuartile",32000
"1706",4042,"3rdQuartile",68000
"1707",4045,"1stQuartile",50000
"1708",4046,"1stQuartile",18000
"1709",4047,"1stQuartile",2400
"1710",4048,"4thQuartile",25000
"1711",4049,"2ndQuartile",90000
"1712",4051,"4thQuartile",1748
"1713",4053,"2ndQuartile",50000
"1714",4054,"2ndQuartile",45000
"1715",4055,"4thQuartile",206869
"1716",4056,"3rdQuartile",50000
"1717",4057,"3rdQuartile",35000
"1718",4060,"4thQuartile",6000
"1719",4062,"4thQuartile",52000
"1720",4064,"4thQuartile",20000
"1721",4065,"3rdQuartile",9000
"1722",4067,"2ndQuartile",30000
"1723",4068,"1stQuartile",22000
"1724",4071,"1stQuartile",15000
"1725",4077,"3rdQuartile",15000
"1726",4085,"1stQuartile",11000
"1727",4088,"4thQuartile",222924
"1728",4089,"2ndQuartile",20000
"1729",4090,"2ndQuartile",58000
"1730",4092,"3rdQuartile",42000
"1731",4093,"3rdQuartile",65000
"1732",4097,"4thQuartile",66000
"1733",4098,"1stQuartile",38800
"1734",4103,"2ndQuartile",36500
"1735",4105,"1stQuartile",3408
"1736",4106,"4thQuartile",62000
"1737",4107,"4thQuartile",52000
"1738",4108,"3rdQuartile",23900
"1739",4112,"1stQuartile",5700
"1740",4113,"1stQuartile",9600
"1741",4114,"3rdQuartile",34000
"1742",4124,"3rdQuartile",61000
"1743",4128,"2ndQuartile",40000
"1744",4129,"3rdQuartile",45000
"1745",4130,"1stQuartile",32500
"1746",4131,"4thQuartile",50000
"1747",4141,"2ndQuartile",6000
"1748",4142,"1stQuartile",20000
"1749",4145,"1stQuartile",25000
"1750",4147,"3rdQuartile",32624
"1751",4148,"1stQuartile",49000
"1752",4153,"2ndQuartile",75000
"1753",4156,"1stQuartile",68000
"1754",4159,"1stQuartile",30000
"1755",4161,"3rdQuartile",45000
"1756",4163,"4thQuartile",29000
"1757",4164,"3rdQuartile",20000
"1758",4171,"4thQuartile",90000
"1759",4172,"4thQuartile",34900
"1760",4173,"1stQuartile",12500
"1761",4175,"1stQuartile",26000
"1762",4181,"2ndQuartile",15000
"1763",4184,"2ndQuartile",25000
"1764",4191,"4thQuartile",85300
"1765",4196,"1stQuartile",23000
"1766",4200,"1stQuartile",32000
"1767",4201,"1stQuartile",62000
"1768",4205,"1stQuartile",32000
"1769",4216,"3rdQuartile",48000
"1770",4219,"2ndQuartile",42000
"1771",4220,"2ndQuartile",15000
"1772",4222,"3rdQuartile",23031
"1773",4225,"2ndQuartile",20000
"1774",4226,"4thQuartile",85605
"1775",4227,"4thQuartile",47000
"1776",4228,"1stQuartile",75000
"1777",4230,"4thQuartile",89000
"1778",4231,"2ndQuartile",10000
"1779",4235,"1stQuartile",2000
"1780",4236,"4thQuartile",58000
"1781",4239,"2ndQuartile",48000
"1782",4240,"3rdQuartile",50000
"1783",4242,"2ndQuartile",48000
"1784",4245,"3rdQuartile",75210
"1785",4247,"1stQuartile",90000
"1786",4249,"3rdQuartile",26000
"1787",4251,"1stQuartile",62500
"1788",4252,"3rdQuartile",41000
"1789",4254,"2ndQuartile",8900
"1790",4257,"2ndQuartile",34000
"1791",4263,"1stQuartile",16000
"1792",4265,"3rdQuartile",27000
"1793",4268,"4thQuartile",84600
"1794",4274,"1stQuartile",11550
"1795",4278,"3rdQuartile",80000
"1796",4279,"3rdQuartile",150000
"1797",4280,"4thQuartile",49000
"1798",4285,"2ndQuartile",40000
"1799",4289,"4thQuartile",162660
"1800",4290,"4thQuartile",75419
"1801",4292,"3rdQuartile",38000
"1802",4295,"2ndQuartile",76000
"1803",4296,"2ndQuartile",40000
"1804",4297,"3rdQuartile",88000
"1805",4298,"4thQuartile",91000
"1806",4299,"3rdQuartile",42000
"1807",4300,"4thQuartile",56000
"1808",4302,"4thQuartile",53000
"1809",4303,"2ndQuartile",32000
"1810",4306,"4thQuartile",32000
"1811",4310,"2ndQuartile",40000
"1812",4312,"1stQuartile",18000
"1813",4314,"2ndQuartile",30000
"1814",4316,"1stQuartile",8500
"1815",4318,"3rdQuartile",32000
"1816",4323,"2ndQuartile",15500
"1817",4324,"1stQuartile",58000
"1818",4326,"3rdQuartile",13200
"1819",4327,"3rdQuartile",38000
"1820",4330,"1stQuartile",50000
"1821",4333,"2ndQuartile",20000
"1822",4335,"1stQuartile",67000
"1823",4337,"3rdQuartile",23000
"1824",4338,"3rdQuartile",22000
"1825",4339,"3rdQuartile",12000
"1826",4345,"2ndQuartile",14000
"1827",4348,"3rdQuartile",93000
"1828",4350,"4thQuartile",26000
"1829",4352,"4thQuartile",30000
"1830",4353,"3rdQuartile",120000
"1831",4354,"2ndQuartile",20000
"1832",4355,"3rdQuartile",22000
"1833",4358,"4thQuartile",50000
"1834",4366,"4thQuartile",70000
"1835",4372,"4thQuartile",102500
"1836",4374,"1stQuartile",30000
"1837",4379,"4thQuartile",38000
"1838",4382,"4thQuartile",18000
"1839",4386,"1stQuartile",19900
"1840",4390,"1stQuartile",34000
"1841",4391,"3rdQuartile",3500
"1842",4392,"3rdQuartile",37000
"1843",4407,"4thQuartile",185662
"1844",4408,"3rdQuartile",92000
"1845",4409,"1stQuartile",50000
"1846",4410,"3rdQuartile",63000
"1847",4413,"1stQuartile",30000
"1848",4417,"1stQuartile",19000
"1849",4424,"4thQuartile",93000
"1850",4425,"4thQuartile",22000
"1851",4426,"4thQuartile",211052
"1852",4427,"2ndQuartile",45000
"1853",4428,"4thQuartile",42000
"1854",4429,"4thQuartile",49938
"1855",4430,"3rdQuartile",48000
"1856",4438,"1stQuartile",95000
"1857",4447,"4thQuartile",45291
"1858",4448,"4thQuartile",95000
"1859",4459,"2ndQuartile",9000
"1860",4461,"1stQuartile",18000
"1861",4465,"3rdQuartile",15000
"1862",4466,"2ndQuartile",80000
"1863",4468,"3rdQuartile",79000
"1864",4469,"1stQuartile",31200
"1865",4470,"3rdQuartile",75000
"1866",4471,"4thQuartile",140000
"1867",4474,"1stQuartile",30700
"1868",4476,"1stQuartile",25000
"1869",4478,"4thQuartile",53000
"1870",4480,"4thQuartile",202617
"1871",4487,"3rdQuartile",33000
"1872",4488,"4thQuartile",108000
"1873",4496,"3rdQuartile",47000
"1874",4498,"3rdQuartile",39000
"1875",4499,"2ndQuartile",54300
"1876",4503,"1stQuartile",18000
"1877",4505,"1stQuartile",25000
"1878",4506,"1stQuartile",30000
"1879",4508,"3rdQuartile",72000
"1880",4509,"4thQuartile",72899
"1881",4511,"3rdQuartile",125000
"1882",4513,"3rdQuartile",48000
"1883",4514,"4thQuartile",125000
"1884",4517,"1stQuartile",146000
"1885",4518,"1stQuartile",70000
"1886",4519,"2ndQuartile",50000
"1887",4520,"2ndQuartile",40000
"1888",4524,"3rdQuartile",50000
"1889",4528,"3rdQuartile",62987
"1890",4531,"3rdQuartile",113000
"1891",4532,"3rdQuartile",73000
"1892",4534,"3rdQuartile",35000
"1893",4536,"3rdQuartile",11000
"1894",4538,"2ndQuartile",40000
"1895",4540,"2ndQuartile",57000
"1896",4541,"1stQuartile",35000
"1897",4542,"1stQuartile",34000
"1898",4543,"1stQuartile",1800
"1899",4544,"1stQuartile",12000
"1900",4548,"4thQuartile",100000
"1901",4557,"1stQuartile",6580
"1902",4560,"3rdQuartile",21000
"1903",4561,"3rdQuartile",16000
"1904",4563,"2ndQuartile",60000
"1905",4565,"2ndQuartile",98000
"1906",4566,"3rdQuartile",90000
"1907",4569,"3rdQuartile",85000
"1908",4570,"4thQuartile",72000
"1909",4571,"2ndQuartile",27359
"1910",4576,"2ndQuartile",16000
"1911",4579,"4thQuartile",35000
"1912",4582,"2ndQuartile",50000
"1913",4583,"3rdQuartile",21000
"1914",4586,"4thQuartile",38154
"1915",4589,"2ndQuartile",38200
"1916",4590,"3rdQuartile",58000
"1917",4592,"2ndQuartile",48000
"1918",4594,"2ndQuartile",25000
"1919",4595,"2ndQuartile",95000
"1920",4596,"3rdQuartile",65000
"1921",4601,"1stQuartile",30000
"1922",4602,"3rdQuartile",10000
"1923",4604,"2ndQuartile",27412
"1924",4606,"4thQuartile",15000
"1925",4607,"3rdQuartile",55000
"1926",4609,"4thQuartile",194757
"1927",4619,"1stQuartile",9500
"1928",4621,"3rdQuartile",24000
"1929",4623,"1stQuartile",62000
"1930",4624,"2ndQuartile",27581
"1931",4625,"4thQuartile",77000
"1932",4626,"3rdQuartile",130000
"1933",4630,"2ndQuartile",130000
"1934",4632,"3rdQuartile",45000
"1935",4633,"2ndQuartile",90000
"1936",4634,"3rdQuartile",355767
"1937",4635,"4thQuartile",70000
"1938",4636,"1stQuartile",99000
"1939",4637,"1stQuartile",25000
"1940",4638,"1stQuartile",17000
"1941",4641,"3rdQuartile",18000
"1942",4642,"2ndQuartile",90000
"1943",4643,"1stQuartile",56000
"1944",4646,"2ndQuartile",24000
"1945",4651,"2ndQuartile",25000
"1946",4652,"4thQuartile",60000
"1947",4662,"4thQuartile",52000
"1948",4665,"4thQuartile",15000
"1949",4668,"4thQuartile",209400
"1950",4669,"1stQuartile",40000
"1951",4675,"2ndQuartile",38000
"1952",4676,"4thQuartile",45000
"1953",4678,"1stQuartile",5000
"1954",4680,"3rdQuartile",14000
"1955",4681,"1stQuartile",3000
"1956",4683,"3rdQuartile",10000
"1957",4686,"4thQuartile",84000
"1958",4687,"4thQuartile",68651
"1959",4692,"4thQuartile",29000
"1960",4694,"3rdQuartile",4000
"1961",4695,"4thQuartile",91500
"1962",4698,"3rdQuartile",108000
"1963",4699,"3rdQuartile",137000
"1964",4701,"3rdQuartile",197062
"1965",4702,"4thQuartile",100000
"1966",4704,"3rdQuartile",5000
"1967",4707,"3rdQuartile",72000
"1968",4710,"1stQuartile",15000
"1969",4711,"1stQuartile",40000
"1970",4714,"3rdQuartile",45000
"1971",4716,"1stQuartile",58000
"1972",4717,"2ndQuartile",3000
"1973",4720,"2ndQuartile",67000
"1974",4722,"2ndQuartile",35000
"1975",4724,"1stQuartile",8400
"1976",4729,"2ndQuartile",15000
"1977",4731,"1stQuartile",20017
"1978",4732,"1stQuartile",21424
"1979",4733,"1stQuartile",12000
"1980",4734,"1stQuartile",12000
"1981",4738,"3rdQuartile",75000
"1982",4742,"4thQuartile",30000
"1983",4746,"2ndQuartile",36000
"1984",4747,"1stQuartile",12000
"1985",4752,"3rdQuartile",42000
"1986",4753,"4thQuartile",33000
"1987",4754,"4thQuartile",67000
"1988",4755,"2ndQuartile",54000
"1989",4756,"4thQuartile",163271
"1990",4758,"4thQuartile",60000
"1991",4759,"2ndQuartile",62000
"1992",4760,"4thQuartile",34000
"1993",4762,"2ndQuartile",8600
"1994",4764,"2ndQuartile",55000
"1995",4765,"3rdQuartile",70000
"1996",4767,"4thQuartile",40000
"1997",4768,"4thQuartile",30000
"1998",4770,"3rdQuartile",31000
"1999",4772,"2ndQuartile",24000
"2000",4774,"2ndQuartile",4800
"2001",4776,"1stQuartile",41000
"2002",4777,"2ndQuartile",22000
"2003",4778,"1stQuartile",26000
"2004",4779,"1stQuartile",27000
"2005",4780,"2ndQuartile",25000
"2006",4788,"2ndQuartile",66000
"2007",4790,"2ndQuartile",13000
"2008",4793,"4thQuartile",115000
"2009",4795,"4thQuartile",70000
"2010",4798,"4thQuartile",90000
"2011",4799,"4thQuartile",40500
"2012",4803,"4thQuartile",19000
"2013",4804,"2ndQuartile",12000
"2014",4805,"3rdQuartile",90000
"2015",4810,"3rdQuartile",50000
"2016",4812,"4thQuartile",80000
"2017",4813,"3rdQuartile",74000
"2018",4815,"4thQuartile",58000
"2019",4817,"3rdQuartile",35000
"2020",4818,"4thQuartile",21000
"2021",4820,"4thQuartile",25000
"2022",4822,"2ndQuartile",30775
"2023",4825,"4thQuartile",42000
"2024",4826,"3rdQuartile",57000
"2025",4828,"4thQuartile",66768
"2026",4829,"4thQuartile",126000
"2027",4830,"4thQuartile",344856
"2028",4831,"4thQuartile",54500
"2029",4832,"3rdQuartile",57000
"2030",4834,"2ndQuartile",80000
"2031",4839,"3rdQuartile",14000
"2032",4840,"4thQuartile",24226
"2033",4842,"2ndQuartile",37000
"2034",4843,"2ndQuartile",45000
"2035",4844,"1stQuartile",6000
"2036",4849,"2ndQuartile",20000
"2037",4856,"3rdQuartile",60000
"2038",4858,"3rdQuartile",64000
"2039",4859,"4thQuartile",36000
"2040",4862,"4thQuartile",39000
"2041",4864,"2ndQuartile",8575
"2042",4865,"3rdQuartile",25000
"2043",4870,"4thQuartile",6000
"2044",4871,"4thQuartile",34000
"2045",4872,"1stQuartile",56000
"2046",4873,"4thQuartile",55000
"2047",4876,"3rdQuartile",35000
"2048",4879,"3rdQuartile",26500
"2049",4880,"2ndQuartile",27000
"2050",4881,"3rdQuartile",80000
"2051",4883,"2ndQuartile",47000
"2052",4884,"3rdQuartile",33000
"2053",4888,"3rdQuartile",38083
"2054",4889,"4thQuartile",65000
"2055",4890,"2ndQuartile",22000
"2056",4892,"2ndQuartile",72000
"2057",4894,"3rdQuartile",81000
"2058",4896,"4thQuartile",90000
"2059",4899,"1stQuartile",20000
"2060",4900,"2ndQuartile",50000
"2061",4901,"1stQuartile",32000
"2062",4906,"1stQuartile",7300
"2063",4907,"4thQuartile",188255
"2064",4911,"3rdQuartile",6000
"2065",4914,"1stQuartile",29000
"2066",4919,"2ndQuartile",52000
"2067",4921,"4thQuartile",92500
"2068",4922,"3rdQuartile",17000
"2069",4923,"1stQuartile",22000
"2070",4924,"2ndQuartile",33500
"2071",4926,"2ndQuartile",48000
"2072",4927,"4thQuartile",159193
"2073",4929,"2ndQuartile",17900
"2074",4930,"2ndQuartile",18839
"2075",4931,"4thQuartile",33000
"2076",4933,"3rdQuartile",39000
"2077",4934,"1stQuartile",25000
"2078",4937,"1stQuartile",22000
"2079",4939,"3rdQuartile",41000
"2080",4942,"1stQuartile",54000
"2081",4943,"1stQuartile",42000
"2082",4944,"4thQuartile",75000
"2083",4945,"1stQuartile",35000
"2084",4946,"1stQuartile",43000
"2085",4948,"1stQuartile",18000
"2086",4952,"1stQuartile",26000
"2087",4953,"3rdQuartile",22000
"2088",4954,"3rdQuartile",78000
"2089",4955,"3rdQuartile",40000
"2090",4960,"1stQuartile",60000
"2091",4962,"3rdQuartile",36000
"2092",4966,"2ndQuartile",32000
"2093",4967,"3rdQuartile",32500
"2094",4968,"4thQuartile",66948
"2095",4972,"2ndQuartile",3000
"2096",4975,"4thQuartile",60000
"2097",4976,"4thQuartile",94000
"2098",4979,"3rdQuartile",58000
"2099",4981,"1stQuartile",35100
"2100",4983,"1stQuartile",8000
"2101",4986,"1stQuartile",410008
"2102",4987,"4thQuartile",15000
"2103",4992,"2ndQuartile",30000
"2104",4997,"3rdQuartile",62000
"2105",4998,"4thQuartile",69600
"2106",5001,"3rdQuartile",30000
"2107",5003,"3rdQuartile",228453
"2108",5007,"1stQuartile",63000
"2109",5012,"4thQuartile",215765
"2110",5017,"4thQuartile",115000
"2111",5020,"4thQuartile",39000
"2112",5021,"4thQuartile",44000
"2113",5022,"4thQuartile",80000
"2114",5023,"4thQuartile",39000
"2115",5025,"3rdQuartile",40000
"2116",5026,"3rdQuartile",42000
"2117",5028,"4thQuartile",153447
"2118",5029,"4thQuartile",120000
"2119",5037,"1stQuartile",18230
"2120",5041,"1stQuartile",14000
"2121",5042,"1stQuartile",29000
"2122",5043,"2ndQuartile",29993
"2123",5053,"1stQuartile",60000
"2124",5054,"2ndQuartile",34000
"2125",5055,"2ndQuartile",43000
"2126",5060,"1stQuartile",24314
"2127",5062,"3rdQuartile",25000
"2128",5085,"1stQuartile",9600
"2129",5091,"3rdQuartile",56400
"2130",5094,"1stQuartile",10000
"2131",5095,"3rdQuartile",20000
"2132",5096,"3rdQuartile",30000
"2133",5097,"2ndQuartile",119000
"2134",5099,"4thQuartile",40000
"2135",5101,"3rdQuartile",11000
"2136",5102,"2ndQuartile",33000
"2137",5106,"1stQuartile",120000
"2138",5107,"4thQuartile",152683
"2139",5108,"4thQuartile",33000
"2140",5115,"2ndQuartile",27400
"2141",5125,"3rdQuartile",3000
"2142",5128,"3rdQuartile",29000
"2143",5131,"3rdQuartile",21213
"2144",5132,"2ndQuartile",26000
"2145",5134,"2ndQuartile",42000
"2146",5139,"1stQuartile",15000
"2147",5140,"3rdQuartile",10800
"2148",5143,"4thQuartile",62000
"2149",5145,"4thQuartile",36000
"2150",5149,"3rdQuartile",6000
"2151",5151,"2ndQuartile",89000
"2152",5156,"3rdQuartile",100000
"2153",5158,"2ndQuartile",50000
"2154",5159,"2ndQuartile",1200
"2155",5161,"2ndQuartile",37000
"2156",5162,"4thQuartile",100000
"2157",5166,"4thQuartile",75000
"2158",5168,"3rdQuartile",23000
"2159",5170,"4thQuartile",55000
"2160",5174,"4thQuartile",65000
"2161",5176,"1stQuartile",38000
"2162",5178,"3rdQuartile",25000
"2163",5179,"2ndQuartile",23000
"2164",5180,"3rdQuartile",3563
"2165",5184,"2ndQuartile",38000
"2166",5185,"4thQuartile",57000
"2167",5186,"2ndQuartile",29000
"2168",5187,"3rdQuartile",34500
"2169",5188,"2ndQuartile",46000
"2170",5189,"2ndQuartile",27000
"2171",5191,"3rdQuartile",20000
"2172",5192,"1stQuartile",30000
"2173",5193,"2ndQuartile",56000
"2174",5194,"3rdQuartile",32000
"2175",5195,"2ndQuartile",28398
"2176",5197,"3rdQuartile",123000
"2177",5199,"3rdQuartile",15000
"2178",5208,"3rdQuartile",25000
"2179",5211,"1stQuartile",35718
"2180",5212,"3rdQuartile",20000
"2181",5219,"2ndQuartile",83000
"2182",5221,"1stQuartile",35000
"2183",5222,"2ndQuartile",80000
"2184",5226,"4thQuartile",85000
"2185",5227,"2ndQuartile",40000
"2186",5229,"2ndQuartile",32530
"2187",5231,"1stQuartile",12000
"2188",5235,"1stQuartile",70000
"2189",5236,"4thQuartile",8400
"2190",5238,"1stQuartile",22000
"2191",5244,"2ndQuartile",60000
"2192",5245,"3rdQuartile",200977
"2193",5246,"2ndQuartile",31000
"2194",5247,"2ndQuartile",26000
"2195",5248,"2ndQuartile",96000
"2196",5249,"2ndQuartile",36000
"2197",5250,"4thQuartile",55000
"2198",5251,"1stQuartile",50000
"2199",5252,"2ndQuartile",9000
"2200",5254,"2ndQuartile",120000
"2201",5255,"1stQuartile",37100
"2202",5256,"1stQuartile",68000
"2203",5257,"1stQuartile",40000
"2204",5258,"2ndQuartile",33800
"2205",5259,"1stQuartile",3500
"2206",5262,"2ndQuartile",11500
"2207",5263,"3rdQuartile",35000
"2208",5264,"1stQuartile",65000
"2209",5266,"2ndQuartile",98000
"2210",5267,"1stQuartile",50000
"2211",5268,"3rdQuartile",11548
"2212",5269,"1stQuartile",30000
"2213",5272,"1stQuartile",20000
"2214",5274,"2ndQuartile",6000
"2215",5277,"1stQuartile",10000
"2216",5278,"1stQuartile",55000
"2217",5287,"4thQuartile",3200
"2218",5288,"1stQuartile",37500
"2219",5289,"4thQuartile",40264
"2220",5291,"1stQuartile",47500
"2221",5294,"1stQuartile",16000
"2222",5299,"4thQuartile",45000
"2223",5300,"2ndQuartile",63000
"2224",5301,"4thQuartile",29479
"2225",5307,"1stQuartile",28000
"2226",5308,"1stQuartile",11000
"2227",5310,"4thQuartile",59800
"2228",5311,"2ndQuartile",10000
"2229",5315,"2ndQuartile",16000
"2230",5316,"4thQuartile",58000
"2231",5317,"3rdQuartile",7200
"2232",5318,"3rdQuartile",20000
"2233",5325,"4thQuartile",600
"2234",5326,"4thQuartile",35000
"2235",5327,"3rdQuartile",35000
"2236",5329,"1stQuartile",51000
"2237",5330,"3rdQuartile",30000
"2238",5332,"4thQuartile",25000
"2239",5333,"2ndQuartile",29000
"2240",5334,"3rdQuartile",75000
"2241",5338,"2ndQuartile",21939
"2242",5340,"1stQuartile",10000
"2243",5341,"4thQuartile",52000
"2244",5342,"3rdQuartile",95000
"2245",5349,"2ndQuartile",5250
"2246",5350,"1stQuartile",36500
"2247",5351,"4thQuartile",53000
"2248",5352,"3rdQuartile",110000
"2249",5353,"3rdQuartile",3200
"2250",5356,"3rdQuartile",36800
"2251",5357,"1stQuartile",34000
"2252",5358,"4thQuartile",55000
"2253",5360,"2ndQuartile",14000
"2254",5361,"2ndQuartile",3000
"2255",5362,"3rdQuartile",56000
"2256",5363,"1stQuartile",52000
"2257",5365,"1stQuartile",65000
"2258",5366,"4thQuartile",35000
"2259",5372,"4thQuartile",12000
"2260",5373,"4thQuartile",35000
"2261",5374,"3rdQuartile",38400
"2262",5376,"4thQuartile",12000
"2263",5377,"4thQuartile",56000
"2264",5381,"4thQuartile",46000
"2265",5385,"2ndQuartile",8000
"2266",5388,"4thQuartile",18000
"2267",5389,"4thQuartile",53000
"2268",5390,"3rdQuartile",52000
"2269",5391,"2ndQuartile",40000
"2270",5392,"3rdQuartile",52000
"2271",5393,"4thQuartile",59850
"2272",5394,"3rdQuartile",42000
"2273",5395,"3rdQuartile",35000
"2274",5397,"3rdQuartile",23699
"2275",5398,"4thQuartile",135000
"2276",5401,"4thQuartile",35000
"2277",5402,"1stQuartile",50000
"2278",5404,"2ndQuartile",29500
"2279",5406,"2ndQuartile",32000
"2280",5408,"2ndQuartile",40000
"2281",5410,"4thQuartile",57000
"2282",5416,"4thQuartile",15000
"2283",5417,"4thQuartile",196680
"2284",5418,"2ndQuartile",60000
"2285",5419,"4thQuartile",81000
"2286",5420,"4thQuartile",125000
"2287",5421,"4thQuartile",13000
"2288",5427,"2ndQuartile",38000
"2289",5428,"3rdQuartile",45000
"2290",5430,"3rdQuartile",37000
"2291",5435,"3rdQuartile",36000
"2292",5436,"2ndQuartile",29000
"2293",5439,"4thQuartile",110000
"2294",5440,"4thQuartile",38000
"2295",5441,"1stQuartile",150000
"2296",5442,"1stQuartile",6800
"2297",5445,"2ndQuartile",14000
"2298",5446,"1stQuartile",9600
"2299",5447,"1stQuartile",27300
"2300",5450,"1stQuartile",8500
"2301",5451,"1stQuartile",50000
"2302",5453,"2ndQuartile",6000
"2303",5456,"1stQuartile",25000
"2304",5461,"1stQuartile",71776
"2305",5469,"1stQuartile",7200
"2306",5470,"2ndQuartile",43000
"2307",5474,"3rdQuartile",62000
"2308",5476,"1stQuartile",26000
"2309",5484,"1stQuartile",900
"2310",5485,"1stQuartile",47000
"2311",5486,"1stQuartile",20500
"2312",5488,"1stQuartile",350
"2313",5489,"4thQuartile",91000
"2314",5491,"2ndQuartile",52000
"2315",5493,"2ndQuartile",56000
"2316",5494,"2ndQuartile",29800
"2317",5499,"1stQuartile",50000
"2318",5500,"2ndQuartile",40000
"2319",5502,"1stQuartile",16000
"2320",5504,"3rdQuartile",95000
"2321",5505,"1stQuartile",22050
"2322",5508,"1stQuartile",20000
"2323",5510,"1stQuartile",20000
"2324",5511,"3rdQuartile",28000
"2325",5512,"3rdQuartile",55000
"2326",5513,"4thQuartile",25000
"2327",5514,"2ndQuartile",10000
"2328",5516,"1stQuartile",22500
"2329",5518,"1stQuartile",40000
"2330",5519,"1stQuartile",18000
"2331",5521,"4thQuartile",18560
"2332",5522,"3rdQuartile",3000
"2333",5524,"1stQuartile",1300
"2334",5528,"1stQuartile",38000
"2335",5531,"3rdQuartile",110000
"2336",5537,"1stQuartile",19000
"2337",5538,"1stQuartile",15000
"2338",5539,"4thQuartile",25000
"2339",5540,"2ndQuartile",125000
"2340",5543,"4thQuartile",133000
"2341",5544,"1stQuartile",10056
"2342",5545,"2ndQuartile",16000
"2343",5546,"2ndQuartile",32000
